image_id,image_path,writer_id,pen_id
211,images/00211.png,W38,8
212,images/00212.png,-1,7
213,images/00213.png,-1,8
215,images/00215.png,-1,6
218,images/00218.png,-1,2
221,images/00221.png,-1,1
223,images/00223.png,W51,5
226,images/00226.png,W40,4
228,images/00228.png,W33,1
230,images/00230.png,-1,4
232,images/00232.png,-1,8
234,images/00234.png,W39,4
238,images/00238.png,-1,2
245,images/00245.png,-1,6
246,images/00246.png,W13,1
247,images/00247.png,-1,7
249,images/00249.png,W17,3
250,images/00250.png,W19,2
251,images/00251.png,-1,4
254,images/00254.png,-1,6
256,images/00256.png,-1,2
257,images/00257.png,-1,4
259,images/00259.png,W19,4
261,images/00261.png,W32,6
264,images/00264.png,-1,3
265,images/00265.png,W04,2
271,images/00271.png,-1,1
272,images/00272.png,-1,7
275,images/00275.png,W48,6
276,images/00276.png,W08,1
282,images/00282.png,-1,8
283,images/00283.png,-1,3
285,images/00285.png,W46,4
287,images/00287.png,W41,8
290,images/00290.png,-1,7
293,images/00293.png,W51,7
296,images/00296.png,-1,1
299,images/00299.png,-1,1
300,images/00300.png,-1,2
301,images/00301.png,W09,6
302,images/00302.png,W33,4
304,images/00304.png,W36,5
310,images/00310.png,W50,7
312,images/00312.png,W50,7
313,images/00313.png,-1,4
315,images/00315.png,W34,6
318,images/00318.png,W20,5
321,images/00321.png,W30,7
322,images/00322.png,W44,6
325,images/00325.png,W10,8
326,images/00326.png,W36,5
330,images/00330.png,-1,3
332,images/00332.png,W32,8
333,images/00333.png,-1,7
334,images/00334.png,W37,4
343,images/00343.png,-1,6
344,images/00344.png,W17,6
345,images/00345.png,-1,6
348,images/00348.png,-1,6
352,images/00352.png,W10,2
355,images/00355.png,-1,1
361,images/00361.png,W03,1
363,images/00363.png,-1,8
364,images/00364.png,W49,6
366,images/00366.png,-1,2
370,images/00370.png,-1,5
373,images/00373.png,-1,1
377,images/00377.png,W04,5
378,images/00378.png,-1,3
380,images/00380.png,-1,6
381,images/00381.png,-1,2
383,images/00383.png,W51,6
385,images/00385.png,-1,1
387,images/00387.png,W05,2
388,images/00388.png,-1,5
389,images/00389.png,-1,3
391,images/00391.png,W04,5
392,images/00392.png,W28,5
393,images/00393.png,W07,5
399,images/00399.png,W20,1
400,images/00400.png,-1,7
401,images/00401.png,W41,6
403,images/00403.png,W05,6
407,images/00407.png,W40,4
408,images/00408.png,-1,5
412,images/00412.png,-1,4
413,images/00413.png,-1,3
414,images/00414.png,W10,2
415,images/00415.png,-1,1
418,images/00418.png,W05,2
419,images/00419.png,W17,3
421,images/00421.png,W03,2
422,images/00422.png,W04,5
424,images/00424.png,W45,8
425,images/00425.png,W11,3
434,images/00434.png,W51,7
436,images/00436.png,-1,5
439,images/00439.png,W03,1
444,images/00444.png,W27,2
446,images/00446.png,W20,3
450,images/00450.png,-1,6
454,images/00454.png,-1,7
456,images/00456.png,-1,5
457,images/00457.png,W46,2
461,images/00461.png,W48,6
462,images/00462.png,-1,5
463,images/00463.png,-1,5
471,images/00471.png,-1,1
473,images/00473.png,W34,1
474,images/00474.png,-1,2
475,images/00475.png,W19,6
476,images/00476.png,W38,5
477,images/00477.png,W33,1
478,images/00478.png,W35,8
479,images/00479.png,-1,3
481,images/00481.png,W19,5
483,images/00483.png,-1,5
484,images/00484.png,W45,7
485,images/00485.png,W28,1
492,images/00492.png,W04,5
494,images/00494.png,W40,7
498,images/00498.png,W28,8
499,images/00499.png,W05,1
500,images/00500.png,-1,3
502,images/00502.png,W32,2
504,images/00504.png,W50,4
505,images/00505.png,W34,1
513,images/00513.png,-1,4
516,images/00516.png,W44,8
517,images/00517.png,W37,8
518,images/00518.png,W06,7
526,images/00526.png,W40,4
527,images/00527.png,-1,3
528,images/00528.png,-1,6
529,images/00529.png,W24,3
530,images/00530.png,-1,6
531,images/00531.png,W19,2
532,images/00532.png,-1,8
539,images/00539.png,W27,4
540,images/00540.png,-1,2
543,images/00543.png,W49,1
546,images/00546.png,-1,7
547,images/00547.png,W46,4
548,images/00548.png,W07,8
549,images/00549.png,W07,3
550,images/00550.png,-1,4
554,images/00554.png,W06,4
560,images/00560.png,W28,7
563,images/00563.png,-1,5
565,images/00565.png,W12,6
566,images/00566.png,W43,2
568,images/00568.png,W48,6
569,images/00569.png,W32,4
570,images/00570.png,W46,2
571,images/00571.png,-1,8
572,images/00572.png,W37,1
573,images/00573.png,-1,7
574,images/00574.png,W05,4
575,images/00575.png,W30,7
576,images/00576.png,W11,2
578,images/00578.png,W40,7
580,images/00580.png,W41,6
586,images/00586.png,W24,6
596,images/00596.png,W16,8
597,images/00597.png,W32,6
600,images/00600.png,W29,6
601,images/00601.png,W13,6
602,images/00602.png,-1,7
603,images/00603.png,W40,7
604,images/00604.png,W51,7
605,images/00605.png,W03,3
606,images/00606.png,W35,4
608,images/00608.png,W01,2
619,images/00619.png,-1,8
621,images/00621.png,-1,4
622,images/00622.png,W46,1
623,images/00623.png,W03,1
624,images/00624.png,-1,1
625,images/00625.png,W17,7
630,images/00630.png,W19,4
631,images/00631.png,W50,2
632,images/00632.png,W48,1
633,images/00633.png,W28,2
634,images/00634.png,W12,5
637,images/00637.png,-1,6
638,images/00638.png,-1,6
639,images/00639.png,-1,3
641,images/00641.png,W36,2
644,images/00644.png,W45,4
646,images/00646.png,W16,1
647,images/00647.png,W10,3
649,images/00649.png,W40,4
652,images/00652.png,-1,6
654,images/00654.png,-1,4
658,images/00658.png,-1,8
664,images/00664.png,W32,8
665,images/00665.png,W35,5
666,images/00666.png,W44,6
670,images/00670.png,-1,2
671,images/00671.png,-1,8
673,images/00673.png,W07,8
675,images/00675.png,W43,8
680,images/00680.png,W11,3
681,images/00681.png,W19,2
687,images/00687.png,W33,3
689,images/00689.png,W36,5
690,images/00690.png,W29,6
693,images/00693.png,W43,8
695,images/00695.png,-1,6
699,images/00699.png,W45,7
702,images/00702.png,W20,1
703,images/00703.png,W20,6
705,images/00705.png,-1,6
706,images/00706.png,W40,4
709,images/00709.png,W29,1
710,images/00710.png,W45,4
712,images/00712.png,W43,5
713,images/00713.png,-1,7
715,images/00715.png,-1,5
716,images/00716.png,W36,5
717,images/00717.png,W16,8
718,images/00718.png,-1,2
719,images/00719.png,W23,2
726,images/00726.png,W37,1
735,images/00735.png,W24,3
737,images/00737.png,-1,5
739,images/00739.png,-1,7
740,images/00740.png,-1,3
741,images/00741.png,-1,1
743,images/00743.png,-1,8
745,images/00745.png,-1,6
748,images/00748.png,-1,8
749,images/00749.png,-1,1
754,images/00754.png,W27,5
757,images/00757.png,W41,6
759,images/00759.png,W36,4
762,images/00762.png,W17,4
763,images/00763.png,W33,1
765,images/00765.png,-1,2
766,images/00766.png,W07,8
771,images/00771.png,W39,8
772,images/00772.png,W06,8
777,images/00777.png,-1,1
779,images/00779.png,W27,4
781,images/00781.png,W08,4
782,images/00782.png,W05,6
783,images/00783.png,W51,6
787,images/00787.png,-1,1
804,images/00804.png,W50,5
805,images/00805.png,-1,6
806,images/00806.png,-1,6
808,images/00808.png,W44,6
809,images/00809.png,W48,8
810,images/00810.png,W17,3
811,images/00811.png,W05,1
813,images/00813.png,W16,1
816,images/00816.png,W27,2
818,images/00818.png,-1,8
821,images/00821.png,-1,3
822,images/00822.png,W07,8
825,images/00825.png,W07,5
826,images/00826.png,W09,4
829,images/00829.png,-1,1
830,images/00830.png,W30,7
831,images/00831.png,W05,4
833,images/00833.png,W43,4
834,images/00834.png,W34,3
836,images/00836.png,W25,7
841,images/00841.png,-1,4
844,images/00844.png,W32,6
845,images/00845.png,W03,1
846,images/00846.png,W34,6
847,images/00847.png,W46,2
848,images/00848.png,W16,6
861,images/00861.png,W40,4
862,images/00862.png,W17,1
864,images/00864.png,W10,3
869,images/00869.png,-1,3
870,images/00870.png,-1,7
872,images/00872.png,W49,1
874,images/00874.png,W17,1
875,images/00875.png,-1,7
878,images/00878.png,W03,1
880,images/00880.png,-1,3
884,images/00884.png,W30,4
886,images/00886.png,-1,2
889,images/00889.png,-1,8
894,images/00894.png,W40,7
895,images/00895.png,W41,6
898,images/00898.png,W38,3
899,images/00899.png,W13,1
900,images/00900.png,-1,8
905,images/00905.png,W40,4
908,images/00908.png,W20,1
910,images/00910.png,W09,4
911,images/00911.png,-1,6
914,images/00914.png,W45,8
915,images/00915.png,-1,7
916,images/00916.png,W17,1
918,images/00918.png,W28,1
920,images/00920.png,W07,8
921,images/00921.png,W42,8
928,images/00928.png,-1,7
929,images/00929.png,W38,7
933,images/00933.png,W48,1
937,images/00937.png,W10,2
940,images/00940.png,W01,7
943,images/00943.png,W16,8
944,images/00944.png,W25,8
945,images/00945.png,W13,7
949,images/00949.png,-1,4
958,images/00958.png,-1,3
960,images/00960.png,W32,2
961,images/00961.png,W16,8
962,images/00962.png,W46,2
966,images/00966.png,-1,7
970,images/00970.png,W09,5
974,images/00974.png,W03,3
975,images/00975.png,W46,2
980,images/00980.png,W14,3
981,images/00981.png,W19,5
989,images/00989.png,W48,2
991,images/00991.png,W46,2
993,images/00993.png,W32,8
995,images/00995.png,-1,5
1006,images/01006.png,-1,8
1011,images/01011.png,-1,4
1012,images/01012.png,-1,8
1013,images/01013.png,-1,7
1014,images/01014.png,W15,6
1019,images/01019.png,W45,4
1021,images/01021.png,-1,3
1024,images/01024.png,-1,8
1025,images/01025.png,W12,6
1026,images/01026.png,W32,8
1027,images/01027.png,-1,2
1029,images/01029.png,W19,5
1035,images/01035.png,W33,7
1036,images/01036.png,-1,2
1037,images/01037.png,W43,2
1038,images/01038.png,W46,4
1041,images/01041.png,W32,8
1042,images/01042.png,-1,7
1043,images/01043.png,-1,2
1054,images/01054.png,W16,1
1055,images/01055.png,W12,6
1061,images/01061.png,-1,2
1063,images/01063.png,-1,3
1066,images/01066.png,W01,2
1070,images/01070.png,W11,3
1071,images/01071.png,W04,2
1072,images/01072.png,-1,1
1074,images/01074.png,W35,4
1075,images/01075.png,W44,1
1076,images/01076.png,-1,3
1081,images/01081.png,W08,2
1082,images/01082.png,W30,7
1083,images/01083.png,W28,7
1085,images/01085.png,W15,6
1086,images/01086.png,W29,3
1087,images/01087.png,W30,7
1088,images/01088.png,W23,3
1091,images/01091.png,-1,6
1092,images/01092.png,-1,5
1094,images/01094.png,-1,7
1096,images/01096.png,W14,6
1097,images/01097.png,W08,2
1100,images/01100.png,W44,8
1108,images/01108.png,W28,2
1112,images/01112.png,W07,8
1113,images/01113.png,W01,2
1114,images/01114.png,W50,5
1116,images/01116.png,-1,7
1121,images/01121.png,W46,4
1123,images/01123.png,W16,6
1124,images/01124.png,W16,6
1129,images/01129.png,-1,3
1130,images/01130.png,W28,8
1131,images/01131.png,W20,8
1138,images/01138.png,W38,3
1139,images/01139.png,W01,2
1141,images/01141.png,W08,4
1142,images/01142.png,W11,8
1149,images/01149.png,W19,2
1150,images/01150.png,W42,2
1151,images/01151.png,W05,2
1152,images/01152.png,W45,2
1154,images/01154.png,W30,7
1155,images/01155.png,W09,4
1160,images/01160.png,-1,5
1162,images/01162.png,W16,2
1164,images/01164.png,W46,2
1168,images/01168.png,W09,5
1169,images/01169.png,-1,7
1175,images/01175.png,W40,7
1177,images/01177.png,W49,1
1181,images/01181.png,-1,5
1182,images/01182.png,-1,2
1187,images/01187.png,W06,8
1192,images/01192.png,W38,5
1194,images/01194.png,-1,5
1195,images/01195.png,W09,5
1196,images/01196.png,-1,8
1199,images/01199.png,-1,6
1200,images/01200.png,W51,5
1201,images/01201.png,W23,2
1203,images/01203.png,W28,8
1207,images/01207.png,-1,7
1208,images/01208.png,-1,1
1209,images/01209.png,W43,4
1211,images/01211.png,W46,4
1224,images/01224.png,-1,3
1225,images/01225.png,W44,8
1226,images/01226.png,W14,7
1230,images/01230.png,W50,7
1231,images/01231.png,W33,4
1235,images/01235.png,-1,6
1236,images/01236.png,-1,6
1237,images/01237.png,W37,2
1239,images/01239.png,W42,8
1245,images/01245.png,-1,3
1246,images/01246.png,W48,6
1249,images/01249.png,-1,2
1252,images/01252.png,W08,2
1257,images/01257.png,W42,3
1259,images/01259.png,W49,1
1262,images/01262.png,W12,1
1264,images/01264.png,W15,6
1270,images/01270.png,-1,7
1271,images/01271.png,-1,4
1278,images/01278.png,W15,4
1284,images/01284.png,W16,6
1290,images/01290.png,W13,7
1292,images/01292.png,-1,1
1294,images/01294.png,-1,8
1295,images/01295.png,W24,5
1296,images/01296.png,-1,3
1297,images/01297.png,W45,3
1300,images/01300.png,-1,8
1301,images/01301.png,W06,7
1303,images/01303.png,-1,6
1305,images/01305.png,W35,6
1312,images/01312.png,W39,4
1314,images/01314.png,W42,3
1316,images/01316.png,W30,7
1321,images/01321.png,W10,8
1322,images/01322.png,W25,2
1324,images/01324.png,-1,4
1325,images/01325.png,W27,4
1330,images/01330.png,W12,1
1331,images/01331.png,W45,2
1334,images/01334.png,-1,8
1335,images/01335.png,W20,3
1337,images/01337.png,W34,3
1338,images/01338.png,W23,1
1342,images/01342.png,-1,6
1343,images/01343.png,W49,6
1344,images/01344.png,-1,6
1345,images/01345.png,W12,6
1346,images/01346.png,W12,5
1347,images/01347.png,W28,5
1351,images/01351.png,W05,4
1352,images/01352.png,W37,1
1353,images/01353.png,W33,4
1354,images/01354.png,W25,2
1355,images/01355.png,-1,1
1359,images/01359.png,-1,6
1360,images/01360.png,-1,3
1362,images/01362.png,-1,3
1365,images/01365.png,W27,6
1366,images/01366.png,W28,1
1367,images/01367.png,-1,3
1369,images/01369.png,W06,7
1371,images/01371.png,W16,6
1373,images/01373.png,-1,4
1374,images/01374.png,-1,6
1380,images/01380.png,W43,2
1382,images/01382.png,-1,7
1384,images/01384.png,W36,1
1386,images/01386.png,W29,8
1387,images/01387.png,W24,6
1388,images/01388.png,W17,3
1389,images/01389.png,-1,2
1391,images/01391.png,-1,8
1393,images/01393.png,-1,5
1394,images/01394.png,-1,4
1397,images/01397.png,-1,1
1400,images/01400.png,W04,5
1401,images/01401.png,-1,2
1404,images/01404.png,W28,5
1408,images/01408.png,-1,6
1409,images/01409.png,W51,7
1412,images/01412.png,-1,8
1413,images/01413.png,W44,8
1418,images/01418.png,-1,7
1420,images/01420.png,-1,1
1425,images/01425.png,W10,2
1426,images/01426.png,-1,3
1427,images/01427.png,-1,2
1430,images/01430.png,-1,5
1433,images/01433.png,W29,6
1435,images/01435.png,W28,7
1436,images/01436.png,W34,3
1437,images/01437.png,W03,5
1440,images/01440.png,-1,6
1443,images/01443.png,W24,3
1444,images/01444.png,-1,4
1447,images/01447.png,W42,3
1451,images/01451.png,W46,4
1461,images/01461.png,W13,8
1463,images/01463.png,W16,6
1466,images/01466.png,W11,2
1467,images/01467.png,W04,2
1470,images/01470.png,W04,4
1471,images/01471.png,W51,6
1474,images/01474.png,-1,1
1475,images/01475.png,W50,7
1477,images/01477.png,-1,2
1478,images/01478.png,-1,4
1482,images/01482.png,W10,8
1483,images/01483.png,W46,4
1485,images/01485.png,-1,8
1489,images/01489.png,W12,6
1490,images/01490.png,W27,7
1495,images/01495.png,-1,6
1496,images/01496.png,-1,7
1498,images/01498.png,W32,2
1499,images/01499.png,W28,1
1501,images/01501.png,-1,2
1506,images/01506.png,W43,5
1507,images/01507.png,-1,6
1510,images/01510.png,W36,4
1513,images/01513.png,W38,1
1514,images/01514.png,-1,5
1518,images/01518.png,-1,8
1521,images/01521.png,W43,4
1524,images/01524.png,-1,8
1533,images/01533.png,-1,2
1539,images/01539.png,W06,7
1540,images/01540.png,-1,8
1544,images/01544.png,W25,5
1545,images/01545.png,-1,2
1549,images/01549.png,-1,4
1550,images/01550.png,W42,1
1555,images/01555.png,W38,5
1556,images/01556.png,W33,3
1558,images/01558.png,W08,1
1560,images/01560.png,-1,4
1565,images/01565.png,W08,8
1567,images/01567.png,W17,7
1570,images/01570.png,-1,4
1574,images/01574.png,W25,7
1576,images/01576.png,W40,7
1577,images/01577.png,W36,5
1578,images/01578.png,-1,5
1582,images/01582.png,W45,2
1587,images/01587.png,W10,3
1588,images/01588.png,W43,4
1594,images/01594.png,W25,7
1600,images/01600.png,W29,8
1603,images/01603.png,-1,4
1606,images/01606.png,-1,6
1609,images/01609.png,-1,3
1611,images/01611.png,W03,5
1616,images/01616.png,-1,5
1617,images/01617.png,-1,4
1628,images/01628.png,W08,2
1630,images/01630.png,-1,2
1637,images/01637.png,-1,1
1639,images/01639.png,-1,1
1640,images/01640.png,W50,5
1643,images/01643.png,W36,1
1645,images/01645.png,W25,8
1651,images/01651.png,W42,2
1654,images/01654.png,-1,2
1655,images/01655.png,-1,6
1656,images/01656.png,W39,8
1662,images/01662.png,W06,4
1663,images/01663.png,W07,3
1664,images/01664.png,W46,2
1666,images/01666.png,W28,5
1667,images/01667.png,-1,1
1671,images/01671.png,-1,1
1674,images/01674.png,-1,8
1675,images/01675.png,W42,8
1676,images/01676.png,W23,5
1688,images/01688.png,W40,4
1689,images/01689.png,W20,8
1691,images/01691.png,W15,4
1711,images/01711.png,W27,6
1713,images/01713.png,W29,6
1715,images/01715.png,-1,2
1716,images/01716.png,-1,3
1718,images/01718.png,W49,6
1720,images/01720.png,W45,3
1723,images/01723.png,W08,4
1727,images/01727.png,-1,3
1729,images/01729.png,-1,1
1730,images/01730.png,-1,8
1733,images/01733.png,W25,5
1737,images/01737.png,W41,8
1742,images/01742.png,W17,1
1746,images/01746.png,W09,4
1748,images/01748.png,-1,7
1751,images/01751.png,-1,6
1753,images/01753.png,W37,1
1754,images/01754.png,W23,3
1757,images/01757.png,W46,2
1758,images/01758.png,W33,3
1760,images/01760.png,W40,4
1761,images/01761.png,-1,4
1763,images/01763.png,W03,1
1766,images/01766.png,W34,3
1767,images/01767.png,W11,8
1768,images/01768.png,W42,1
1771,images/01771.png,-1,4
1772,images/01772.png,-1,1
1773,images/01773.png,W42,3
1775,images/01775.png,W30,3
1779,images/01779.png,W42,3
1780,images/01780.png,W45,8
1781,images/01781.png,-1,6
1782,images/01782.png,W04,5
1783,images/01783.png,W10,8
1784,images/01784.png,W38,3
1786,images/01786.png,-1,8
1788,images/01788.png,W08,2
1790,images/01790.png,W51,7
1791,images/01791.png,-1,4
1794,images/01794.png,W35,4
1796,images/01796.png,W06,7
1798,images/01798.png,W41,6
1800,images/01800.png,W01,2
1802,images/01802.png,W35,4
1805,images/01805.png,W44,6
1806,images/01806.png,W01,7
1807,images/01807.png,-1,5
1809,images/01809.png,-1,2
1810,images/01810.png,W15,6
1811,images/01811.png,W44,5
1812,images/01812.png,W20,1
1815,images/01815.png,W04,5
1817,images/01817.png,W46,2
1819,images/01819.png,W28,5
1820,images/01820.png,W29,6
1821,images/01821.png,-1,2
1824,images/01824.png,W11,2
1825,images/01825.png,W43,8
1829,images/01829.png,W03,1
1830,images/01830.png,W23,3
1831,images/01831.png,W16,6
1832,images/01832.png,W33,3
1834,images/01834.png,-1,6
1835,images/01835.png,-1,8
1837,images/01837.png,-1,7
1839,images/01839.png,-1,7
1840,images/01840.png,W23,1
1841,images/01841.png,W45,8
1842,images/01842.png,W36,8
1844,images/01844.png,W08,2
1845,images/01845.png,W32,4
1846,images/01846.png,-1,8
1848,images/01848.png,W13,7
1852,images/01852.png,W01,6
1854,images/01854.png,W20,8
1855,images/01855.png,W42,2
1862,images/01862.png,W42,8
1864,images/01864.png,W30,7
1865,images/01865.png,W44,8
1868,images/01868.png,W07,2
1875,images/01875.png,W38,7
1877,images/01877.png,W04,8
1879,images/01879.png,W42,3
1880,images/01880.png,W49,7
1881,images/01881.png,-1,5
1882,images/01882.png,-1,5
1884,images/01884.png,-1,4
1887,images/01887.png,-1,3
1888,images/01888.png,W19,6
1889,images/01889.png,W38,3
1890,images/01890.png,W24,5
1891,images/01891.png,-1,5
1899,images/01899.png,W07,3
1900,images/01900.png,-1,7
1901,images/01901.png,W14,2
1903,images/01903.png,W36,8
1906,images/01906.png,W32,2
1909,images/01909.png,-1,4
1910,images/01910.png,W03,2
1912,images/01912.png,-1,3
1914,images/01914.png,-1,1
1916,images/01916.png,W38,8
1917,images/01917.png,-1,1
1918,images/01918.png,-1,8
1923,images/01923.png,W12,8
1926,images/01926.png,W32,2
1927,images/01927.png,W04,5
1928,images/01928.png,W46,2
1929,images/01929.png,W39,8
1930,images/01930.png,W05,2
1932,images/01932.png,W04,8
1935,images/01935.png,-1,8
1938,images/01938.png,-1,5
1939,images/01939.png,W29,8
1941,images/01941.png,W11,2
1943,images/01943.png,W11,8
1945,images/01945.png,W04,5
1948,images/01948.png,W32,2
1951,images/01951.png,W19,4
1953,images/01953.png,W33,3
1955,images/01955.png,W10,8
1960,images/01960.png,-1,5
1962,images/01962.png,W48,8
1967,images/01967.png,W34,6
1969,images/01969.png,W46,2
1970,images/01970.png,W20,5
1971,images/01971.png,W15,6
1972,images/01972.png,-1,6
1975,images/01975.png,W05,4
1976,images/01976.png,W43,8
1984,images/01984.png,W10,2
1987,images/01987.png,-1,6
1988,images/01988.png,-1,1
1989,images/01989.png,-1,4
1992,images/01992.png,W10,8
1994,images/01994.png,W06,2
1995,images/01995.png,-1,1
1996,images/01996.png,W08,2
2002,images/02002.png,W48,1
2003,images/02003.png,-1,7
2005,images/02005.png,-1,8
2009,images/02009.png,W39,4
2010,images/02010.png,W51,2
2017,images/02017.png,W11,3
2019,images/02019.png,W01,2
2021,images/02021.png,-1,5
2024,images/02024.png,W24,1
2025,images/02025.png,W13,1
2033,images/02033.png,W13,6
2034,images/02034.png,W03,1
2038,images/02038.png,W34,3
2039,images/02039.png,W20,5
2040,images/02040.png,-1,7
2044,images/02044.png,W38,7
2045,images/02045.png,-1,6
2046,images/02046.png,-1,1
2049,images/02049.png,W04,4
2051,images/02051.png,-1,1
2053,images/02053.png,W07,8
2056,images/02056.png,W09,6
2057,images/02057.png,-1,2
2058,images/02058.png,-1,4
2059,images/02059.png,-1,1
2060,images/02060.png,W33,3
2062,images/02062.png,W13,8
2066,images/02066.png,-1,3
2068,images/02068.png,W37,4
2070,images/02070.png,-1,7
2071,images/02071.png,W41,6
2072,images/02072.png,-1,2
2077,images/02077.png,W44,1
2079,images/02079.png,W38,5
2082,images/02082.png,W40,7
2087,images/02087.png,W45,3
2088,images/02088.png,-1,5
2090,images/02090.png,W35,5
2092,images/02092.png,W25,5
2093,images/02093.png,W16,6
2094,images/02094.png,W51,6
2098,images/02098.png,W30,7
2099,images/02099.png,W01,3
2100,images/02100.png,-1,7
2101,images/02101.png,W49,1
2102,images/02102.png,-1,3
2103,images/02103.png,W14,4
2105,images/02105.png,-1,3
2113,images/02113.png,W29,3
2116,images/02116.png,-1,3
2118,images/02118.png,-1,5
2119,images/02119.png,-1,2
2120,images/02120.png,W08,1
2121,images/02121.png,W10,2
2122,images/02122.png,W25,7
2125,images/02125.png,-1,7
2127,images/02127.png,W17,1
2128,images/02128.png,W38,8
2131,images/02131.png,W15,6
2133,images/02133.png,-1,6
2134,images/02134.png,W30,7
2135,images/02135.png,W16,1
2136,images/02136.png,-1,2
2139,images/02139.png,W09,6
2140,images/02140.png,W20,1
2141,images/02141.png,W06,2
2142,images/02142.png,-1,7
2143,images/02143.png,W09,4
2151,images/02151.png,-1,5
2153,images/02153.png,-1,4
2154,images/02154.png,-1,7
2156,images/02156.png,W16,6
2157,images/02157.png,W28,2
2164,images/02164.png,W38,1
2165,images/02165.png,W30,7
2166,images/02166.png,-1,6
2170,images/02170.png,-1,3
2174,images/02174.png,W19,4
2175,images/02175.png,-1,7
2176,images/02176.png,W11,3
2181,images/02181.png,W28,8
2184,images/02184.png,W24,1
2185,images/02185.png,-1,4
2187,images/02187.png,W48,2
2188,images/02188.png,-1,5
2189,images/02189.png,-1,1
2191,images/02191.png,W19,2
2194,images/02194.png,W16,1
2196,images/02196.png,W12,8
2198,images/02198.png,-1,1
2200,images/02200.png,W27,4
2201,images/02201.png,W48,8
2202,images/02202.png,W23,1
2204,images/02204.png,W44,1
2206,images/02206.png,W29,6
2209,images/02209.png,W10,3
2211,images/02211.png,W24,3
2212,images/02212.png,W13,8
2213,images/02213.png,W03,1
2216,images/02216.png,W03,1
2217,images/02217.png,W34,6
2219,images/02219.png,-1,2
2223,images/02223.png,-1,7
2225,images/02225.png,-1,7
2228,images/02228.png,-1,5
2229,images/02229.png,W25,5
2233,images/02233.png,W13,7
2234,images/02234.png,-1,3
2239,images/02239.png,W16,2
2241,images/02241.png,W27,4
2243,images/02243.png,-1,5
2245,images/02245.png,W08,8
2250,images/02250.png,W24,3
2251,images/02251.png,W32,2
2255,images/02255.png,-1,1
2256,images/02256.png,W15,4
2258,images/02258.png,W34,3
2262,images/02262.png,W48,8
2263,images/02263.png,W39,8
2266,images/02266.png,-1,4
2270,images/02270.png,-1,3
2272,images/02272.png,W27,4
2276,images/02276.png,W05,1
2277,images/02277.png,W13,1
2278,images/02278.png,W43,4
2282,images/02282.png,-1,6
2286,images/02286.png,W23,3
2289,images/02289.png,W06,7
2290,images/02290.png,-1,3
2292,images/02292.png,W34,3
2296,images/02296.png,W07,3
2302,images/02302.png,-1,7
2303,images/02303.png,-1,6
2305,images/02305.png,-1,5
2308,images/02308.png,W45,8
2310,images/02310.png,-1,4
2316,images/02316.png,W03,3
2319,images/02319.png,W07,2
2321,images/02321.png,W06,4
2322,images/02322.png,W42,1
2323,images/02323.png,-1,6
2324,images/02324.png,W23,2
2325,images/02325.png,W23,5
2328,images/02328.png,-1,1
2329,images/02329.png,W45,7
2330,images/02330.png,-1,7
2331,images/02331.png,W17,4
2335,images/02335.png,-1,2
2336,images/02336.png,W50,5
2337,images/02337.png,W30,7
2339,images/02339.png,-1,6
2341,images/02341.png,W16,8
2345,images/02345.png,-1,3
2348,images/02348.png,W06,2
