image_id,image_path,writer_id,pen_id
231,images/00231.png,W19,5
233,images/00233.png,W44,1
235,images/00235.png,W07,4
236,images/00236.png,W06,8
237,images/00237.png,W33,1
239,images/00239.png,W43,1
240,images/00240.png,W44,3
241,images/00241.png,W11,8
242,images/00242.png,W39,5
243,images/00243.png,W43,8
244,images/00244.png,W30,5
248,images/00248.png,W19,3
252,images/00252.png,W49,8
253,images/00253.png,W38,7
255,images/00255.png,W28,8
258,images/00258.png,W35,1
260,images/00260.png,W15,2
262,images/00262.png,W44,4
263,images/00263.png,W49,8
266,images/00266.png,W06,7
267,images/00267.png,W34,4
268,images/00268.png,W35,3
269,images/00269.png,W09,2
270,images/00270.png,W28,2
273,images/00273.png,W14,8
274,images/00274.png,W06,3
277,images/00277.png,W35,3
278,images/00278.png,W51,2
279,images/00279.png,W09,6
280,images/00280.png,W10,8
281,images/00281.png,W10,7
284,images/00284.png,W09,1
286,images/00286.png,W34,4
288,images/00288.png,W45,5
289,images/00289.png,W51,8
291,images/00291.png,W07,5
292,images/00292.png,W19,4
294,images/00294.png,W44,4
295,images/00295.png,W20,5
297,images/00297.png,W06,8
298,images/00298.png,W06,1
303,images/00303.png,W27,5
305,images/00305.png,W14,8
306,images/00306.png,W49,3
307,images/00307.png,W11,8
308,images/00308.png,W45,6
309,images/00309.png,W33,2
311,images/00311.png,W12,5
314,images/00314.png,W03,7
316,images/00316.png,W37,3
317,images/00317.png,W50,5
319,images/00319.png,W36,6
320,images/00320.png,W30,3
323,images/00323.png,W20,8
324,images/00324.png,W50,1
327,images/00327.png,W34,7
328,images/00328.png,W38,8
329,images/00329.png,W48,7
331,images/00331.png,W23,7
335,images/00335.png,W24,8
336,images/00336.png,W11,8
337,images/00337.png,W24,2
338,images/00338.png,W08,7
339,images/00339.png,W40,1
340,images/00340.png,W04,3
341,images/00341.png,W49,3
342,images/00342.png,W51,4
346,images/00346.png,W46,6
347,images/00347.png,W48,2
349,images/00349.png,W44,4
350,images/00350.png,W41,4
351,images/00351.png,W05,6
353,images/00353.png,W41,4
354,images/00354.png,W49,5
356,images/00356.png,W34,6
357,images/00357.png,W16,5
358,images/00358.png,W51,3
359,images/00359.png,W35,7
360,images/00360.png,W46,5
362,images/00362.png,W40,8
365,images/00365.png,W43,3
367,images/00367.png,W23,6
368,images/00368.png,W39,1
369,images/00369.png,W19,5
371,images/00371.png,W39,7
372,images/00372.png,W01,6
374,images/00374.png,W43,1
375,images/00375.png,W23,6
376,images/00376.png,W45,2
379,images/00379.png,W03,7
382,images/00382.png,W44,1
384,images/00384.png,W29,4
386,images/00386.png,W41,1
390,images/00390.png,W41,8
394,images/00394.png,W29,3
395,images/00395.png,W35,1
396,images/00396.png,W32,1
397,images/00397.png,W50,5
398,images/00398.png,W11,5
402,images/00402.png,W16,5
404,images/00404.png,W08,1
405,images/00405.png,W05,6
406,images/00406.png,W15,3
409,images/00409.png,W07,3
410,images/00410.png,W39,1
411,images/00411.png,W19,3
416,images/00416.png,W25,1
417,images/00417.png,W37,6
420,images/00420.png,W44,4
423,images/00423.png,W12,3
426,images/00426.png,W35,5
427,images/00427.png,W41,8
428,images/00428.png,W10,7
429,images/00429.png,W24,8
430,images/00430.png,W33,6
431,images/00431.png,W11,4
432,images/00432.png,W44,7
433,images/00433.png,W19,3
435,images/00435.png,W33,6
437,images/00437.png,W12,7
438,images/00438.png,W35,7
440,images/00440.png,W42,7
441,images/00441.png,W09,8
442,images/00442.png,W24,2
443,images/00443.png,W42,5
445,images/00445.png,W03,7
447,images/00447.png,W07,7
448,images/00448.png,W20,6
449,images/00449.png,W29,2
451,images/00451.png,W14,8
452,images/00452.png,W40,8
453,images/00453.png,W29,5
455,images/00455.png,W29,5
458,images/00458.png,W37,3
459,images/00459.png,W41,5
460,images/00460.png,W40,5
464,images/00464.png,W30,8
465,images/00465.png,W39,2
466,images/00466.png,W32,8
467,images/00467.png,W50,6
468,images/00468.png,W14,5
469,images/00469.png,W30,6
470,images/00470.png,W46,6
472,images/00472.png,W45,5
480,images/00480.png,W25,6
482,images/00482.png,W10,6
486,images/00486.png,W27,4
487,images/00487.png,W34,7
488,images/00488.png,W11,4
489,images/00489.png,W23,5
490,images/00490.png,W04,8
491,images/00491.png,W20,7
493,images/00493.png,W07,4
495,images/00495.png,W42,8
496,images/00496.png,W16,3
497,images/00497.png,W10,1
501,images/00501.png,W39,5
503,images/00503.png,W05,3
506,images/00506.png,W12,3
507,images/00507.png,W35,8
508,images/00508.png,W49,1
509,images/00509.png,W34,7
510,images/00510.png,W27,1
511,images/00511.png,W01,8
512,images/00512.png,W07,1
514,images/00514.png,W11,6
515,images/00515.png,W30,4
519,images/00519.png,W28,7
520,images/00520.png,W13,4
521,images/00521.png,W32,8
522,images/00522.png,W11,4
523,images/00523.png,W30,6
524,images/00524.png,W48,5
525,images/00525.png,W25,1
533,images/00533.png,W15,4
534,images/00534.png,W14,2
535,images/00535.png,W43,3
536,images/00536.png,W12,3
537,images/00537.png,W17,6
538,images/00538.png,W10,1
541,images/00541.png,W29,8
542,images/00542.png,W14,5
544,images/00544.png,W40,3
545,images/00545.png,W38,6
551,images/00551.png,W11,5
552,images/00552.png,W30,4
553,images/00553.png,W15,3
555,images/00555.png,W34,8
556,images/00556.png,W46,3
557,images/00557.png,W41,7
558,images/00558.png,W11,4
559,images/00559.png,W45,6
561,images/00561.png,W12,3
562,images/00562.png,W42,5
564,images/00564.png,W48,7
567,images/00567.png,W23,8
577,images/00577.png,W36,3
579,images/00579.png,W38,8
581,images/00581.png,W29,3
582,images/00582.png,W03,4
583,images/00583.png,W24,8
584,images/00584.png,W14,1
585,images/00585.png,W24,4
587,images/00587.png,W40,8
588,images/00588.png,W14,7
589,images/00589.png,W30,5
590,images/00590.png,W48,5
591,images/00591.png,W27,1
592,images/00592.png,W41,1
593,images/00593.png,W43,1
594,images/00594.png,W35,3
595,images/00595.png,W11,8
598,images/00598.png,W50,5
599,images/00599.png,W05,3
607,images/00607.png,W28,4
609,images/00609.png,W17,1
610,images/00610.png,W03,7
611,images/00611.png,W51,6
612,images/00612.png,W34,7
613,images/00613.png,W23,4
614,images/00614.png,W12,3
615,images/00615.png,W06,1
616,images/00616.png,W01,3
617,images/00617.png,W06,3
618,images/00618.png,W24,5
620,images/00620.png,W07,5
626,images/00626.png,W48,6
627,images/00627.png,W09,6
628,images/00628.png,W10,5
629,images/00629.png,W43,3
635,images/00635.png,W44,4
636,images/00636.png,W28,5
640,images/00640.png,W24,2
642,images/00642.png,W37,5
643,images/00643.png,W08,5
645,images/00645.png,W33,8
648,images/00648.png,W15,2
650,images/00650.png,W11,6
651,images/00651.png,W01,8
653,images/00653.png,W12,3
655,images/00655.png,W35,1
656,images/00656.png,W30,3
657,images/00657.png,W51,4
659,images/00659.png,W28,3
660,images/00660.png,W36,1
661,images/00661.png,W12,2
662,images/00662.png,W32,6
663,images/00663.png,W25,6
667,images/00667.png,W05,8
668,images/00668.png,W23,1
669,images/00669.png,W36,7
672,images/00672.png,W06,6
674,images/00674.png,W29,2
676,images/00676.png,W06,8
677,images/00677.png,W41,3
678,images/00678.png,W35,6
679,images/00679.png,W36,6
682,images/00682.png,W01,1
683,images/00683.png,W12,4
684,images/00684.png,W11,7
685,images/00685.png,W28,6
686,images/00686.png,W01,5
688,images/00688.png,W44,7
691,images/00691.png,W07,4
692,images/00692.png,W48,4
694,images/00694.png,W09,8
696,images/00696.png,W43,7
697,images/00697.png,W49,7
698,images/00698.png,W08,3
700,images/00700.png,W37,5
701,images/00701.png,W13,7
704,images/00704.png,W38,6
707,images/00707.png,W08,7
708,images/00708.png,W37,6
711,images/00711.png,W15,5
714,images/00714.png,W36,5
720,images/00720.png,W50,7
721,images/00721.png,W08,5
722,images/00722.png,W01,6
723,images/00723.png,W51,2
724,images/00724.png,W46,5
725,images/00725.png,W19,8
727,images/00727.png,W41,2
728,images/00728.png,W20,7
729,images/00729.png,W35,7
730,images/00730.png,W12,3
731,images/00731.png,W40,1
732,images/00732.png,W03,7
733,images/00733.png,W32,3
734,images/00734.png,W28,3
736,images/00736.png,W38,6
738,images/00738.png,W25,1
742,images/00742.png,W34,8
744,images/00744.png,W36,6
746,images/00746.png,W08,7
747,images/00747.png,W14,8
750,images/00750.png,W08,7
751,images/00751.png,W35,1
752,images/00752.png,W36,4
753,images/00753.png,W45,5
755,images/00755.png,W29,4
756,images/00756.png,W49,4
758,images/00758.png,W43,5
760,images/00760.png,W40,1
761,images/00761.png,W44,6
764,images/00764.png,W49,8
767,images/00767.png,W39,7
768,images/00768.png,W29,7
769,images/00769.png,W44,3
770,images/00770.png,W49,5
773,images/00773.png,W51,8
774,images/00774.png,W24,1
775,images/00775.png,W43,3
776,images/00776.png,W10,5
778,images/00778.png,W11,4
780,images/00780.png,W33,4
784,images/00784.png,W29,8
785,images/00785.png,W42,2
786,images/00786.png,W04,1
788,images/00788.png,W06,6
789,images/00789.png,W50,8
790,images/00790.png,W48,3
791,images/00791.png,W30,3
792,images/00792.png,W05,7
793,images/00793.png,W24,4
794,images/00794.png,W43,5
795,images/00795.png,W07,2
796,images/00796.png,W14,1
797,images/00797.png,W46,6
798,images/00798.png,W24,1
799,images/00799.png,W50,1
800,images/00800.png,W45,4
801,images/00801.png,W20,8
802,images/00802.png,W12,2
803,images/00803.png,W05,8
807,images/00807.png,W45,1
812,images/00812.png,W50,1
814,images/00814.png,W46,6
815,images/00815.png,W40,8
817,images/00817.png,W49,8
819,images/00819.png,W29,8
820,images/00820.png,W01,5
823,images/00823.png,W39,1
824,images/00824.png,W07,1
827,images/00827.png,W27,1
828,images/00828.png,W36,3
832,images/00832.png,W32,7
835,images/00835.png,W42,7
837,images/00837.png,W04,2
838,images/00838.png,W51,6
839,images/00839.png,W30,1
840,images/00840.png,W51,1
842,images/00842.png,W43,1
843,images/00843.png,W24,5
849,images/00849.png,W15,8
850,images/00850.png,W10,1
851,images/00851.png,W41,1
852,images/00852.png,W42,7
853,images/00853.png,W19,6
854,images/00854.png,W14,1
855,images/00855.png,W14,5
856,images/00856.png,W24,2
857,images/00857.png,W44,1
858,images/00858.png,W09,2
859,images/00859.png,W46,5
860,images/00860.png,W51,4
863,images/00863.png,W19,1
865,images/00865.png,W24,6
866,images/00866.png,W51,4
867,images/00867.png,W46,8
868,images/00868.png,W51,1
871,images/00871.png,W25,2
873,images/00873.png,W37,6
876,images/00876.png,W16,3
877,images/00877.png,W16,7
879,images/00879.png,W36,8
881,images/00881.png,W01,1
882,images/00882.png,W13,5
883,images/00883.png,W20,4
885,images/00885.png,W49,8
887,images/00887.png,W06,8
888,images/00888.png,W17,3
890,images/00890.png,W01,6
891,images/00891.png,W11,8
892,images/00892.png,W23,1
893,images/00893.png,W43,3
896,images/00896.png,W19,8
897,images/00897.png,W16,5
901,images/00901.png,W13,3
902,images/00902.png,W20,2
903,images/00903.png,W09,6
904,images/00904.png,W29,5
906,images/00906.png,W41,2
907,images/00907.png,W17,7
909,images/00909.png,W28,3
912,images/00912.png,W27,8
913,images/00913.png,W30,8
917,images/00917.png,W06,6
919,images/00919.png,W17,2
922,images/00922.png,W03,7
923,images/00923.png,W12,3
924,images/00924.png,W39,2
925,images/00925.png,W30,3
926,images/00926.png,W46,7
927,images/00927.png,W20,8
930,images/00930.png,W48,4
931,images/00931.png,W45,4
932,images/00932.png,W43,7
934,images/00934.png,W37,7
935,images/00935.png,W04,7
936,images/00936.png,W10,8
938,images/00938.png,W05,6
939,images/00939.png,W13,2
941,images/00941.png,W34,4
942,images/00942.png,W06,6
946,images/00946.png,W46,7
947,images/00947.png,W41,3
948,images/00948.png,W17,3
950,images/00950.png,W04,6
951,images/00951.png,W15,8
952,images/00952.png,W29,8
953,images/00953.png,W07,2
954,images/00954.png,W36,4
955,images/00955.png,W29,5
956,images/00956.png,W10,7
957,images/00957.png,W34,5
959,images/00959.png,W20,7
963,images/00963.png,W41,8
964,images/00964.png,W12,2
965,images/00965.png,W10,5
967,images/00967.png,W40,1
968,images/00968.png,W37,8
969,images/00969.png,W49,5
971,images/00971.png,W46,5
972,images/00972.png,W13,8
973,images/00973.png,W15,2
976,images/00976.png,W28,5
977,images/00977.png,W17,1
978,images/00978.png,W50,1
979,images/00979.png,W12,8
982,images/00982.png,W36,3
983,images/00983.png,W01,8
984,images/00984.png,W46,3
985,images/00985.png,W24,8
986,images/00986.png,W09,3
987,images/00987.png,W01,7
988,images/00988.png,W03,6
990,images/00990.png,W04,6
992,images/00992.png,W03,5
994,images/00994.png,W40,3
996,images/00996.png,W46,7
997,images/00997.png,W24,6
998,images/00998.png,W41,2
999,images/00999.png,W10,7
1000,images/01000.png,W04,7
1001,images/01001.png,W46,6
1002,images/01002.png,W48,7
1003,images/01003.png,W37,2
1004,images/01004.png,W01,1
1005,images/01005.png,W10,6
1007,images/01007.png,W29,7
1008,images/01008.png,W08,6
1009,images/01009.png,W09,7
1010,images/01010.png,W06,1
1015,images/01015.png,W10,7
1016,images/01016.png,W34,2
1017,images/01017.png,W20,7
1018,images/01018.png,W44,3
1020,images/01020.png,W24,7
1022,images/01022.png,W46,5
1023,images/01023.png,W32,5
1028,images/01028.png,W20,6
1030,images/01030.png,W35,1
1031,images/01031.png,W49,2
1032,images/01032.png,W03,5
1033,images/01033.png,W01,1
1034,images/01034.png,W51,4
1039,images/01039.png,W14,1
1040,images/01040.png,W05,5
1044,images/01044.png,W03,8
1045,images/01045.png,W27,5
1046,images/01046.png,W09,6
1047,images/01047.png,W17,2
1048,images/01048.png,W27,1
1049,images/01049.png,W07,1
1050,images/01050.png,W20,7
1051,images/01051.png,W37,5
1052,images/01052.png,W45,1
1053,images/01053.png,W45,3
1056,images/01056.png,W38,6
1057,images/01057.png,W38,8
1058,images/01058.png,W35,3
1059,images/01059.png,W24,4
1060,images/01060.png,W37,5
1062,images/01062.png,W03,7
1064,images/01064.png,W50,8
1065,images/01065.png,W10,7
1067,images/01067.png,W24,8
1068,images/01068.png,W50,5
1069,images/01069.png,W46,1
1073,images/01073.png,W45,2
1077,images/01077.png,W51,4
1078,images/01078.png,W20,4
1079,images/01079.png,W07,6
1080,images/01080.png,W49,1
1084,images/01084.png,W44,4
1089,images/01089.png,W24,4
1090,images/01090.png,W15,3
1093,images/01093.png,W51,2
1095,images/01095.png,W46,1
1098,images/01098.png,W07,5
1099,images/01099.png,W51,5
1101,images/01101.png,W24,6
1102,images/01102.png,W49,4
1103,images/01103.png,W34,4
1104,images/01104.png,W38,4
1105,images/01105.png,W45,2
1106,images/01106.png,W40,2
1107,images/01107.png,W15,5
1109,images/01109.png,W25,6
1110,images/01110.png,W28,6
1111,images/01111.png,W34,6
1115,images/01115.png,W09,1
1117,images/01117.png,W15,4
1118,images/01118.png,W28,3
1119,images/01119.png,W45,8
1120,images/01120.png,W14,7
1122,images/01122.png,W24,2
1125,images/01125.png,W50,8
1126,images/01126.png,W35,7
1127,images/01127.png,W27,6
1128,images/01128.png,W12,2
1132,images/01132.png,W25,6
1133,images/01133.png,W36,1
1134,images/01134.png,W13,5
1135,images/01135.png,W19,4
1136,images/01136.png,W11,5
1137,images/01137.png,W38,4
1140,images/01140.png,W42,7
1143,images/01143.png,W27,7
1144,images/01144.png,W27,3
1145,images/01145.png,W32,7
1146,images/01146.png,W34,7
1147,images/01147.png,W04,3
1148,images/01148.png,W49,3
1153,images/01153.png,W28,1
1156,images/01156.png,W05,8
1157,images/01157.png,W23,5
1158,images/01158.png,W40,3
1159,images/01159.png,W46,6
1161,images/01161.png,W49,4
1163,images/01163.png,W35,7
1165,images/01165.png,W29,4
1166,images/01166.png,W16,5
1167,images/01167.png,W41,8
1170,images/01170.png,W13,5
1171,images/01171.png,W17,1
1172,images/01172.png,W40,6
1173,images/01173.png,W39,2
1174,images/01174.png,W06,1
1176,images/01176.png,W03,5
1178,images/01178.png,W13,5
1179,images/01179.png,W28,8
1180,images/01180.png,W33,5
1183,images/01183.png,W19,8
1184,images/01184.png,W10,5
1185,images/01185.png,W41,2
1186,images/01186.png,W20,3
1188,images/01188.png,W04,1
1189,images/01189.png,W15,4
1190,images/01190.png,W16,7
1191,images/01191.png,W30,6
1193,images/01193.png,W34,8
1197,images/01197.png,W51,3
1198,images/01198.png,W16,5
1202,images/01202.png,W25,3
1204,images/01204.png,W49,8
1205,images/01205.png,W23,7
1206,images/01206.png,W46,5
1210,images/01210.png,W23,4
1212,images/01212.png,W07,6
1213,images/01213.png,W41,2
1214,images/01214.png,W04,3
1215,images/01215.png,W48,2
1216,images/01216.png,W29,5
1217,images/01217.png,W37,3
1218,images/01218.png,W34,2
1219,images/01219.png,W01,6
1220,images/01220.png,W15,5
1221,images/01221.png,W28,7
1222,images/01222.png,W38,6
1223,images/01223.png,W43,3
1227,images/01227.png,W48,5
1228,images/01228.png,W35,1
1229,images/01229.png,W45,1
1232,images/01232.png,W08,7
1233,images/01233.png,W30,8
1234,images/01234.png,W40,2
1238,images/01238.png,W45,6
1240,images/01240.png,W50,5
1241,images/01241.png,W01,5
1242,images/01242.png,W36,6
1243,images/01243.png,W07,6
1244,images/01244.png,W36,7
1247,images/01247.png,W27,1
1248,images/01248.png,W34,8
1250,images/01250.png,W10,4
1251,images/01251.png,W12,7
1253,images/01253.png,W04,2
1254,images/01254.png,W48,5
1255,images/01255.png,W41,3
1256,images/01256.png,W13,3
1258,images/01258.png,W27,8
1260,images/01260.png,W01,8
1261,images/01261.png,W16,1
1263,images/01263.png,W16,7
1265,images/01265.png,W11,4
1266,images/01266.png,W27,8
1267,images/01267.png,W12,8
1268,images/01268.png,W46,1
1269,images/01269.png,W23,8
1272,images/01272.png,W42,8
1273,images/01273.png,W33,1
1274,images/01274.png,W15,1
1275,images/01275.png,W48,3
1276,images/01276.png,W45,3
1277,images/01277.png,W15,1
1279,images/01279.png,W49,4
1280,images/01280.png,W17,5
1281,images/01281.png,W17,1
1282,images/01282.png,W10,8
1283,images/01283.png,W41,5
1285,images/01285.png,W32,2
1286,images/01286.png,W11,7
1287,images/01287.png,W08,5
1288,images/01288.png,W34,2
1289,images/01289.png,W12,6
1291,images/01291.png,W48,5
1293,images/01293.png,W17,5
1298,images/01298.png,W38,3
1299,images/01299.png,W36,6
1302,images/01302.png,W17,2
1304,images/01304.png,W08,8
1306,images/01306.png,W11,1
1307,images/01307.png,W38,3
1308,images/01308.png,W16,7
1309,images/01309.png,W19,5
1310,images/01310.png,W05,7
1311,images/01311.png,W13,6
1313,images/01313.png,W39,3
1315,images/01315.png,W16,8
1317,images/01317.png,W46,8
1318,images/01318.png,W16,1
1319,images/01319.png,W05,8
1320,images/01320.png,W30,2
1323,images/01323.png,W16,5
1326,images/01326.png,W11,7
1327,images/01327.png,W45,6
1328,images/01328.png,W34,5
1329,images/01329.png,W07,4
1332,images/01332.png,W03,7
1333,images/01333.png,W51,1
1336,images/01336.png,W30,6
1339,images/01339.png,W35,1
1340,images/01340.png,W46,5
1341,images/01341.png,W33,2
1348,images/01348.png,W24,4
1349,images/01349.png,W01,6
1350,images/01350.png,W35,3
1356,images/01356.png,W34,8
1357,images/01357.png,W36,7
1358,images/01358.png,W38,2
1361,images/01361.png,W03,6
1363,images/01363.png,W15,3
1364,images/01364.png,W14,4
1368,images/01368.png,W07,4
1370,images/01370.png,W04,4
1372,images/01372.png,W50,5
1375,images/01375.png,W30,2
1376,images/01376.png,W32,4
1377,images/01377.png,W10,5
1378,images/01378.png,W29,2
1379,images/01379.png,W12,2
1381,images/01381.png,W45,3
1383,images/01383.png,W37,6
1385,images/01385.png,W17,4
1390,images/01390.png,W38,6
1392,images/01392.png,W51,8
1395,images/01395.png,W17,1
1396,images/01396.png,W14,8
1398,images/01398.png,W11,5
1399,images/01399.png,W44,3
1402,images/01402.png,W33,5
1403,images/01403.png,W17,7
1405,images/01405.png,W32,5
1406,images/01406.png,W05,4
1407,images/01407.png,W39,5
1410,images/01410.png,W51,5
1411,images/01411.png,W49,1
1414,images/01414.png,W37,8
1415,images/01415.png,W15,1
1416,images/01416.png,W09,4
1417,images/01417.png,W28,5
1419,images/01419.png,W38,5
1421,images/01421.png,W41,7
1422,images/01422.png,W04,6
1423,images/01423.png,W19,3
1424,images/01424.png,W17,1
1428,images/01428.png,W34,5
1429,images/01429.png,W49,3
1431,images/01431.png,W29,7
1432,images/01432.png,W50,5
1434,images/01434.png,W04,1
1438,images/01438.png,W27,3
1439,images/01439.png,W34,7
1441,images/01441.png,W48,6
1442,images/01442.png,W28,7
1445,images/01445.png,W24,8
1446,images/01446.png,W43,3
1448,images/01448.png,W12,7
1449,images/01449.png,W32,1
1450,images/01450.png,W12,6
1452,images/01452.png,W17,4
1453,images/01453.png,W50,1
1454,images/01454.png,W37,8
1455,images/01455.png,W25,6
1456,images/01456.png,W48,5
1457,images/01457.png,W07,7
1458,images/01458.png,W36,1
1459,images/01459.png,W40,2
1460,images/01460.png,W19,2
1462,images/01462.png,W15,2
1464,images/01464.png,W11,1
1465,images/01465.png,W29,8
1468,images/01468.png,W48,3
1469,images/01469.png,W30,5
1472,images/01472.png,W48,7
1473,images/01473.png,W48,5
1476,images/01476.png,W45,1
1479,images/01479.png,W27,4
1480,images/01480.png,W20,8
1481,images/01481.png,W44,6
1484,images/01484.png,W15,5
1486,images/01486.png,W10,4
1487,images/01487.png,W41,1
1488,images/01488.png,W40,2
1491,images/01491.png,W24,7
1492,images/01492.png,W39,2
1493,images/01493.png,W17,8
1494,images/01494.png,W07,1
1497,images/01497.png,W13,2
1500,images/01500.png,W42,4
1502,images/01502.png,W24,5
1503,images/01503.png,W42,1
1504,images/01504.png,W14,6
1505,images/01505.png,W34,4
1508,images/01508.png,W14,8
1509,images/01509.png,W16,8
1511,images/01511.png,W44,3
1512,images/01512.png,W24,5
1515,images/01515.png,W48,1
1516,images/01516.png,W29,7
1517,images/01517.png,W34,8
1519,images/01519.png,W13,6
1520,images/01520.png,W39,7
1522,images/01522.png,W34,2
1523,images/01523.png,W08,7
1525,images/01525.png,W14,5
1526,images/01526.png,W24,1
1527,images/01527.png,W27,5
1528,images/01528.png,W49,1
1529,images/01529.png,W49,7
1530,images/01530.png,W33,7
1531,images/01531.png,W37,3
1532,images/01532.png,W25,6
1534,images/01534.png,W35,3
1535,images/01535.png,W06,5
1536,images/01536.png,W05,7
1537,images/01537.png,W12,2
1538,images/01538.png,W25,4
1541,images/01541.png,W44,2
1542,images/01542.png,W07,7
1543,images/01543.png,W07,3
1546,images/01546.png,W14,2
1547,images/01547.png,W24,7
1548,images/01548.png,W50,7
1551,images/01551.png,W05,7
1552,images/01552.png,W05,6
1553,images/01553.png,W11,8
1554,images/01554.png,W35,2
1557,images/01557.png,W49,1
1559,images/01559.png,W28,5
1561,images/01561.png,W07,5
1562,images/01562.png,W43,1
1563,images/01563.png,W03,4
1564,images/01564.png,W43,6
1566,images/01566.png,W36,8
1568,images/01568.png,W14,7
1569,images/01569.png,W40,3
1571,images/01571.png,W12,2
1572,images/01572.png,W42,7
1573,images/01573.png,W04,1
1575,images/01575.png,W27,3
1579,images/01579.png,W14,8
1580,images/01580.png,W24,8
1581,images/01581.png,W48,5
1583,images/01583.png,W51,3
1584,images/01584.png,W43,3
1585,images/01585.png,W12,7
1586,images/01586.png,W33,8
1589,images/01589.png,W04,7
1590,images/01590.png,W48,7
1591,images/01591.png,W09,2
1592,images/01592.png,W23,5
1593,images/01593.png,W04,4
1595,images/01595.png,W27,8
1596,images/01596.png,W13,3
1597,images/01597.png,W19,7
1598,images/01598.png,W27,3
1599,images/01599.png,W20,3
1601,images/01601.png,W33,6
1602,images/01602.png,W29,2
1604,images/01604.png,W50,8
1605,images/01605.png,W12,2
1607,images/01607.png,W50,1
